date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:05:34	237/237	---MC-	302	error ('Found')	text/html	date:Sat,%2003%20May%202025%2019:05:41%20GMT	https://www.beladivine.com/resource_redirect/downloads/file-uploads/sites/179807/themes/2159628696/downloads/2ca47f-7114-4704-487f-aec1db1811d2_commuterssans-regular.woff2	C:/Meus%20Sites/ProjetopilotoNikshmi/resource_redirect/downloads/file-uploads/sites/179807/themes/2159628696/downloads/2ca47f-7114-4704-487f-aec1db1811d2_commuterssans-regular.woff2	(from https://www.beladivine.com/)
16:05:34	255/255	---MCZ	200	added ('OK')	text/javascript	etag:W/%22bdf33feace3c6b2bf2fcd4adfc1d12eb%22	https://kajabi-app-assets.kajabi-cdn.com/vite/assets/track_analytics-d110a128.js	C:/Meus%20Sites/ProjetopilotoNikshmi/vite/assets/track_analytics-d110a128.js	(from https://www.beladivine.com/)
16:05:35	69005/69005	---MCZ	200	added ('OK')	text/javascript	etag:W/%227253bebac32010c8fde774b316724655%22	https://kajabi-app-assets.kajabi-cdn.com/vite/assets/stimulus-e54d982b.js	C:/Meus%20Sites/ProjetopilotoNikshmi/vite/assets/stimulus-e54d982b.js	(from https://www.beladivine.com/)
16:05:35	3033/3033	---MCZ	200	added ('OK')	text/javascript	etag:W/%229b501e79d1695877f137b19a62a2fbb8%22	https://kajabi-app-assets.kajabi-cdn.com/vite/assets/track_product_analytics-9c66ca0a.js	C:/Meus%20Sites/ProjetopilotoNikshmi/vite/assets/track_product_analytics-9c66ca0a.js	(from https://www.beladivine.com/)
16:05:35	7945/7945	---MCZ	200	added ('OK')	text/javascript	etag:W/%22bb2c843911c4a9bf59aab7ee35b1c937%22	https://kajabi-app-assets.kajabi-cdn.com/vite/assets/trackProductAnalytics-3d5f89d8.js	C:/Meus%20Sites/ProjetopilotoNikshmi/vite/assets/trackProductAnalytics-3d5f89d8.js	(from https://www.beladivine.com/)
16:05:36	9344/9344	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20May%202025%2019:05:42%20GMT	https://www.beladivine.com/rsa.min.js	C:/Meus%20Sites/ProjetopilotoNikshmi/rsa.min.10.delayed	(from https://www.beladivine.com/)
16:05:36	22619/22619	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2003%20May%202025%2019:05:42%20GMT	https://polyfill-fastly.io/v3/polyfill.min.js?version=3.111.0&features=Symbol%2CPromise&callback=rudderAnalyticsMount	C:/Meus%20Sites/ProjetopilotoNikshmi/v3/polyfill.mina3f6.js	(from https://www.beladivine.com/)
16:05:36	19835/19835	---M-Z	200	added ('OK')	text/css	etag:W/%224d7b-rjkkiE3qhJyvcVtVIVHWPh8BbJs%22	https://cdn.jsdelivr.net/npm/@pine-ds/core@2.1.2/dist/pine-core/pine-core.css	C:/Meus%20Sites/ProjetopilotoNikshmi/npm/@pine-ds/core@2.1.2/dist/pine-core/pine-core.css	(from https://www.beladivine.com/)
16:05:37	6273/6273	---M-Z	200	added ('OK')	application/javascript	etag:W/%221881-IJfIysB3spprjstwvfkGyKNqi6A%22	https://cdn.jsdelivr.net/npm/@pine-ds/core@2.1.2/dist/pine-core/pine-core.esm.js	C:/Meus%20Sites/ProjetopilotoNikshmi/npm/@pine-ds/core@2.1.2/dist/pine-core/pine-core.esm.js	(from https://www.beladivine.com/)
16:05:37	62/62	---M-Z	200	added ('OK')	application/javascript	etag:W/%223e-R3LSVrEgzkRpvf/ufJ34mCz+b3U%22	https://cdn.jsdelivr.net/npm/@pine-ds/core@2.1.2/dist/pine-core/index.esm.js	C:/Meus%20Sites/ProjetopilotoNikshmi/npm/@pine-ds/core@2.1.2/dist/pine-core/index.esm.js	(from https://www.beladivine.com/)
16:05:37	2216/2216	---MCZ	200	added ('OK')	text/css	etag:W/%22a828b5fbc724493aa884cb441ca2579b%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/themes/2159732185/assets/template-font.css?1742916164877534	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/themes/2159732185/assets/template-font1173.css	(from https://www.beladivine.com/)
16:05:39	135138/135138	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20May%202025%2019:05:45%20GMT	https://www.beladivine.com/home	C:/Meus%20Sites/ProjetopilotoNikshmi/home.html	(from https://www.beladivine.com/)
16:05:39	103090/103090	---M--	200	added ('OK')	image/png	etag:%221b2592950a385dfc35027e8f29987bf7-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/b6ed82b-ca27-2500-cff-675835782f_bela-logo-gold.png	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/b6ed82b-ca27-2500-cff-675835782f_bela-logo-gold.png	(from https://www.beladivine.com/)
16:05:40	97942/97942	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20May%202025%2019:05:46%20GMT	https://www.beladivine.com/about	C:/Meus%20Sites/ProjetopilotoNikshmi/about.html	(from https://www.beladivine.com/)
16:05:41	89570/89570	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20May%202025%2019:05:47%20GMT	https://www.beladivine.com/programs	C:/Meus%20Sites/ProjetopilotoNikshmi/programs.html	(from https://www.beladivine.com/)
16:05:41	190900/190900	---M--	200	added ('OK')	image/jpeg	etag:%22305aefc9b0c73978501a6ba6a4c8accf-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/c2605e-e8ce-85a0-5803-5d50f3c7ae8a_73d8d430-d8ec-4944-a956-e64384b89f83.jpg	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/c2605e-e8ce-85a0-5803-5d50f3c7ae8a_73d8d430-d8ec-4944-a956-e64384b89f83.jpg	(from https://www.beladivine.com/)
16:05:41	110701/110701	---M--	200	added ('OK')	image/jpeg	etag:%22fc7cb53f1337f4dd523ec52f0d78d0a9-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/04f021b-54dd-fe26-d855-5287883cea55_Yes4.jpeg	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/04f021b-54dd-fe26-d855-5287883cea55_Yes4.jpg	(from https://www.beladivine.com/)
16:05:42	590525/590525	---M--	200	added ('OK')	image/jpeg	etag:%2278e8f87e1c936161acf006accb61465f-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/50abe6-c3ec-3523-0250-aea4484b742f_38d1a950-d7e9-43d9-abde-62ae34e5f418.jpeg	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/50abe6-c3ec-3523-0250-aea4484b742f_38d1a950-d7e9-43d9-abde-62ae34e5f418.jpg	(from https://www.beladivine.com/)
16:05:42	590525/590525	---M--	200	added ('OK')	image/jpeg	etag:%22e2d1bc6a28f010032dd41cd8f5f6ad83-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/60e8cd-73c4-d7f1-d3ac-becd6665a05_Yes4.jpeg	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/60e8cd-73c4-d7f1-d3ac-becd6665a05_Yes4.jpg	(from https://www.beladivine.com/)
16:05:42	1730124/1730124	---M--	200	added ('OK')	image/jpeg	etag:%22ae838dba756efcb6c859a5733b499ab7-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/20dd84-d60d-e45c-ad-27e1ee3061b1_Yes7-1.jpg	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/20dd84-d60d-e45c-ad-27e1ee3061b1_Yes7-1.jpg	(from https://www.beladivine.com/)
16:05:42	166282/166282	---M--	200	added ('OK')	image/jpeg	etag:%225d4f0ed5f4db6b11f36f928f1bcbb3b6-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/e470c8f-af01-6a1b-e5f3-3ca77773da76_Yes1.jpeg	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/e470c8f-af01-6a1b-e5f3-3ca77773da76_Yes1.jpg	(from https://www.beladivine.com/)
16:05:43	121467/121467	---M--	200	added ('OK')	image/png	etag:%22bc3950127b6a3033e5cccf55214f070a-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/5a56f-eb57-77e0-fe1a-fe6aab446ca6_goldeye.png	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/5a56f-eb57-77e0-fe1a-fe6aab446ca6_goldeye.png	(from https://www.beladivine.com/)
16:05:43	166282/166282	---M--	200	added ('OK')	image/jpeg	etag:%225d4f0ed5f4db6b11f36f928f1bcbb3b6-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/b818f32-4fa-16ee-ba24-027467b25d_13628596-5e12-417e-b1cf-6d3b99320db8.jpeg	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/b818f32-4fa-16ee-ba24-027467b25d_13628596-5e12-417e-b1cf-6d3b99320db8.jpg	(from https://www.beladivine.com/)
16:05:43	121467/121467	---M--	200	added ('OK')	image/png	etag:%22d3609c1b53615e7985c562cbf80f1e99-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/c18327d-4b8d-5c3-710f-42c755c1060_371efd86-ce45-4dca-b63f-9e1d43305073.png	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/c18327d-4b8d-5c3-710f-42c755c1060_371efd86-ce45-4dca-b63f-9e1d43305073.png	(from https://www.beladivine.com/)
16:05:43	2875962/2875962	---M--	200	added ('OK')	image/png	etag:%223356b27a2d221c3437dbcb86e7fb2a49-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/53af78d-d5be-6860-f67a-8a783d44f5f_home-04.png	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/53af78d-d5be-6860-f67a-8a783d44f5f_home-04.png	(from https://www.beladivine.com/)
16:05:44	2875962/2875962	---M--	200	added ('OK')	image/png	etag:%223356b27a2d221c3437dbcb86e7fb2a49-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/85acbe2-5c0-d0fc-3ab-dd6bedffab5_318a4ef6-cae4-4490-83d9-02c7e3fae759.png	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/85acbe2-5c0-d0fc-3ab-dd6bedffab5_318a4ef6-cae4-4490-83d9-02c7e3fae759.png	(from https://www.beladivine.com/)
16:05:46	220574/220574	---M--	200	added ('OK')	image/jpeg	etag:%22bd943ca6900a75349ae48774fa178b4b-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/4ed2a8b-26e-23c-8144-77d5c08f00_home-05.jpg	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/4ed2a8b-26e-23c-8144-77d5c08f00_home-05.jpg	(from https://www.beladivine.com/)
16:05:46	403406/403406	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20May%202025%2019:05:53%20GMT	https://www.beladivine.com/icft-2025	C:/Meus%20Sites/ProjetopilotoNikshmi/icft-2025.html	(from https://www.beladivine.com/)
16:05:46	108938/108938	---M--	200	added ('OK')	image/jpeg	etag:%227fd000205902f49a663dbe73bb8cbf2e-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/ca506ae-28f2-77b6-8d45-bde276c65df5_home-05m.jpg	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/ca506ae-28f2-77b6-8d45-bde276c65df5_home-05m.jpg	(from https://www.beladivine.com/)
16:05:47	456519/456519	---M--	200	added ('OK')	image/jpeg	etag:%22031bf949cc3f5df13e981e8b952b4ad8-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/3ad0c4d-a0-52e-31c3-fe5c44f85a2_st61.jpg	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/3ad0c4d-a0-52e-31c3-fe5c44f85a2_st61.jpg	(from https://www.beladivine.com/)
16:05:47	439098/439098	---M--	200	added ('OK')	image/png	etag:%2296fcb23e1fe2f60b1db7ec220ed52b6f-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/16cfc0f-bd4-3ff2-6eb2-e8f5f5661b52__gota.png	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/16cfc0f-bd4-3ff2-6eb2-e8f5f5661b52__gota.png	(from https://www.beladivine.com/)
16:05:47	323575/323575	---M--	200	added ('OK')	image/jpeg	etag:%224cec906ab93b426f5387535973a5d00c-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/0d2f3e-8fe-c8b8-8026-cdd4380055_728.jpg	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/0d2f3e-8fe-c8b8-8026-cdd4380055_728.jpg	(from https://www.beladivine.com/)
16:05:47	264339/264339	---M--	200	added ('OK')	image/jpeg	etag:%2250b45775e722471d88f318a60cc2c56f-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/8b252-11c-0a4a-00a-58b6daa2e50a_st.jpg	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/8b252-11c-0a4a-00a-58b6daa2e50a_st.jpg	(from https://www.beladivine.com/)
16:05:48	2640756/2640756	---M--	200	added ('OK')	image/png	etag:%223a3d5a59de410dcc9e8c4e568b40701d-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/34a7aa4-cbec-b718-7a83-0f14e406be_aba97e68-34bf-475e-bd6b-71abdb510a0e.png	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/34a7aa4-cbec-b718-7a83-0f14e406be_aba97e68-34bf-475e-bd6b-71abdb510a0e.png	(from https://www.beladivine.com/)
16:05:48	2640756/2640756	---M--	200	added ('OK')	image/png	etag:%223a3d5a59de410dcc9e8c4e568b40701d-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/34458ad-7007-44e3-88b-645c0e825f_aba97e68-34bf-475e-bd6b-71abdb510a0e.png	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/34458ad-7007-44e3-88b-645c0e825f_aba97e68-34bf-475e-bd6b-71abdb510a0e.png	(from https://www.beladivine.com/)
16:05:48	114845/114845	---M--	200	added ('OK')	image/jpeg	etag:%2205e113332f14ef196f03393edc712b8d-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/21fecf-fb6d-0405-f8-dad33a8747_465572111_18065138287679975_4226913983140353847_n.jpg	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/21fecf-fb6d-0405-f8-dad33a8747_465572111_18065138287679975_4226913983140353847_n.jpg	(from https://www.beladivine.com/)
16:05:48	1461823/1461823	---M--	200	added ('OK')	image/jpeg	etag:%22786b6e526ddd17a3533922130bbafd58-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/15a4d0-5e21-57f8-68c5-f78453ed0540_Yes9.jpg	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/15a4d0-5e21-57f8-68c5-f78453ed0540_Yes9.jpg	(from https://www.beladivine.com/)
16:05:49	129811/129811	---M--	200	added ('OK')	image/jpeg	etag:%22bfbe25d229678a4153209ae32ec6275f-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/af7c87a-b48-a200-4f60-b21c3d372a14_1A221F8A-0C99-4786-93AE-CFAD0E1EB3F3_1_105_c.jpeg	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/af7c87a-b48-a200-4f60-b21c3d372a14_1A221F8A-0C99-4786-93AE-CFAD0E1EB3F3_1_105_c.jpg	(from https://www.beladivine.com/)
16:05:49	217114/217114	---M--	200	added ('OK')	image/jpeg	etag:%226ddac3e10ab2af5188c43297460b37ba-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/371b81-1e2e-6551-e4a6-c5c86ac8e24_469089421_18068014435679975_7169600005708657264_n.jpg	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/371b81-1e2e-6551-e4a6-c5c86ac8e24_469089421_18068014435679975_7169600005708657264_n.jpg	(from https://www.beladivine.com/)
16:05:49	102049/102049	---M--	200	added ('OK')	image/jpeg	etag:%227d016dc4385adf3e06595e3e6a3e8b12-1%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/75e847e-815d-4d7c-5ba4-c2e545fdce64_-2024-11-54-15.jpg	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/file-uploads/themes/2159628629/settings_images/75e847e-815d-4d7c-5ba4-c2e545fdce64_-2024-11-54-15.jpg	(from https://www.beladivine.com/)
16:05:50	45216/45216	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20May%202025%2019:05:56%20GMT	https://www.beladivine.com/terms	C:/Meus%20Sites/ProjetopilotoNikshmi/terms.html	(from https://www.beladivine.com/)
16:05:50	12072/12072	---M--	200	added ('OK')	image/png	etag:%229b55dc04dc25220995c667b9033e6a28%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/themes/2159732185/assets/placeholder.png?1742916164877534	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/themes/2159732185/assets/placeholder1173.png	(from https://www.beladivine.com/)
16:05:50	915028/915028	---M-Z	200	added ('OK')	text/javascript	etag:%2268a6b436fc7b61bd9efb0ccb6157aed1%22	https://fast.wistia.com/assets/external/E-v1.js	C:/Meus%20Sites/ProjetopilotoNikshmi/assets/external/E-v1.js	(from https://www.beladivine.com/)
16:05:50	40286/40286	---M-Z	200	added ('OK')	text/javascript	etag:%22fbe5075ac60957debe2bd35d2b9366a8%22	https://fast.wistia.com/labs/crop-fill/plugin.js	C:/Meus%20Sites/ProjetopilotoNikshmi/labs/crop-fill/plugin.js	(from https://www.beladivine.com/)
16:05:51	71373/71373	---M-Z	200	added ('OK')	application/javascript	etag:%2264148c93-6d2a%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.11.5/gsap.min.js	C:/Meus%20Sites/ProjetopilotoNikshmi/ajax/libs/gsap/3.11.5/gsap.min.js	(from https://www.beladivine.com/)
16:05:51	41310/41310	---M-Z	200	added ('OK')	application/javascript	etag:%2264148c93-4220%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.11.5/ScrollTrigger.min.js	C:/Meus%20Sites/ProjetopilotoNikshmi/ajax/libs/gsap/3.11.5/ScrollTrigger.min.js	(from https://www.beladivine.com/)
16:05:51	236084/236084	---MCZ	200	added ('OK')	text/javascript	etag:W/%226624b57a6b4991dcb4026dd7a21fa9fd%22	https://kajabi-app-assets.kajabi-cdn.com/assets/encore_core-02aabd66f76162c1c4b62d2b00793f640bb93103c62ab1edb959c1cf9bb80326.js	C:/Meus%20Sites/ProjetopilotoNikshmi/assets/encore_core-02aabd66f76162c1c4b62d2b00793f640bb93103c62ab1edb959c1cf9bb80326.js	(from https://www.beladivine.com/)
16:05:52	1218893/1218893	---MCZ	200	added ('OK')	text/javascript	etag:W/%22e16255ab43aeea2c4118cd344ae7f07a%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/themes/2159732185/assets/scripts.js?1742916164877534	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/themes/2159732185/assets/scripts1173.js	(from https://www.beladivine.com/)
16:05:52	42862/42862	---MCZ	200	added ('OK')	text/javascript	etag:W/%22efe2dc57bf7b73137e9642e586ee272b%22	https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/themes/2159732185/assets/slick.min.js?1742916164877534	C:/Meus%20Sites/ProjetopilotoNikshmi/kajabi-storefronts-production/themes/2159732185/assets/slick.min1173.js	(from https://www.beladivine.com/)
